Index,Udemy course URL,Instructor URL,Intructor name,Instructor rating,Number of reviews,Number of students,Number of courses,LinkedIN URL,Youtube URL
630,https://www.udemy.com/essential-skills-for-designers-adobe-bridge/,https://www.udemy.com/user/martinperhiniak/,Martin Perhiniak,4.6,"52,608","215,152",26,https://linkedin.com/company/yesimadesigner/,https://www.youtube.com/yesimadesigner
631,https://www.udemy.com/learn-laravel-php-framework-building-multi-user-seo-blog-app/,https://www.udemy.com/user/e4938520-fe50-4d1b-b78d-4188406b14a9/,Ryan Dhungel,4.4,"22,212","333,198",33,https://linkedin.com/in/ryan-dhungel-954bb7141,https://www.youtube.com/user/narayandhungel
632,https://www.udemy.com/practical-font-design/,https://www.udemy.com/user/davidbergsland/,David Bergsland,3.6,176,969,3,https://linkedin.com/in/bergsland/,https://www.youtube.com/channel/UCfXBb1cGLrmn1lQSTKTOMTQ
633,https://www.udemy.com/master-the-basics-of-html5-css3-beginner-web-development/,https://www.udemy.com/user/mindmekka/,MindMekka ®,4.2,"6,387","152,336",26,https://linkedin.com/http://www.linkedin.com/company/mindmekka,https://www.youtube.com/mindmekka
634,https://www.udemy.com/chatbots/,https://www.udemy.com/user/jana-bergant/,Jana Bergant,4.2,"5,663","32,344",7,https://linkedin.com/in/jana-bergant-624262,https://www.youtube.com//channel/UCMQXvu8jhHNnJ2DxPLhaMuQ?sub_confirmation=1
635,https://www.udemy.com/java-spring-framework/,https://www.udemy.com/user/studyeasy/,StudyEasy Organisation,4.4,"15,316","169,921",17,https://linkedin.com/company/studyeasyorg,https://www.youtube.com/c/+StudyEasyOrganization
636,https://www.udemy.com/trading-psychology-trading-mindset-mastery/,https://www.udemy.com/user/troytaylor3/,Triumph At Trading,3.4,227,"3,913",6,https://linkedin.com//company/triumph-at-trading,https://www.youtube.com/TriumphAtTrading
637,https://www.udemy.com/acoustic-guitar-after-the-basics/,https://www.udemy.com/user/francislong/,Francis Long,4.5,"1,185","34,378",4,https://linkedin.com/in/FrancisLong,https://www.youtube.com/user/StrummingaLong1
638,https://www.udemy.com/crash-course-learn-to-create-date-and-time-in-php-easily/,https://www.udemy.com/user/edwin166/,Edwin Diaz,4.4,"131,760","872,928",46,https://linkedin.com/in/thisisedwindiaz,https://www.youtube.com/thewebsiteboyschool
639,https://www.udemy.com/illustrator-cc-para-novatos-desde-cero-hasta-experto/,https://www.udemy.com/user/joelcombes/,Joel Combes,4.4,"6,560","27,480",5,https://linkedin.com/in/joelcombes,https://www.youtube.com/user/joelcombes77/videos
640,https://www.udemy.com/stock-trading-strategies-the-trading-plan-formula/,https://www.udemy.com/user/peterrenzulli/,Pete Renzulli,3.8,22,160,,https://linkedin.com/http://www.linkedin.com/in/peterenzulli/,https://www.youtube.com/http://www.youtube.com/user/peterenzulli
641,https://www.udemy.com/portfolio-management-cfa-l1/,https://www.udemy.com/user/tanuja-yadav/,Tanuja Yadav,3.9,"2,886","30,901",14,https://linkedin.com/in/tanujayadavcfa,https://www.youtube.com/channel/UCM-2Mi2aC5rtZ2-In1BfFpw
642,https://www.udemy.com/cashflow-management-for-small-businesses-a-how-to-guide/,https://www.udemy.com/user/sorinconstantin2/,Sorin Constantin,4,"2,308","207,994",38,https://linkedin.com/in/sorin89constantin/,https://www.youtube.com/user/sorin89constantin/
643,https://www.udemy.com/build-responsive-websites-with-html5-and-css3-from-scratch/,https://www.udemy.com/user/jazeb-akram/,Jazeb Akram,4.1,"4,040","77,322",11,https://linkedin.com/in/jazebakram,https://www.youtube.com/channel/UC6x8G3Vw2I9FQBPJeOCpkSA
644,https://www.udemy.com/create-an-abstract-background/,https://www.udemy.com/user/jonathanlam6/,Jonathan Lam,4.5,"2,550","192,789",10,https://linkedin.com/jonathanwklam,https://www.youtube.com/channel/UCMkgr4hQiv70JVxi7Zg98cQ
645,https://www.udemy.com/wordpress-plugin-development/,https://www.udemy.com/user/marceloxaviervieira/,Marcelo Xavier Vieira,4.7,"4,342","34,049",8,https://linkedin.com/in/marceloxvieira,https://www.youtube.com/c/MarceloXavierVieira
646,https://www.udemy.com/javascript-bootcamp-2016/,https://www.udemy.com/user/maximilian-schwarzmuller/,Maximilian Schwarzmüller,4.6,"986,290","2,645,729",59,https://linkedin.com/in/maximilian-schwarzmueller,https://www.youtube.com/c/academind
647,https://www.udemy.com/financial-performance-analysis/,https://www.udemy.com/user/instructorskillfinlearning/,Ashish Agarwal,4.4,"15,687","73,003",16,https://linkedin.com/in/ashish-kumar-agarwal/,https://www.youtube.com/channel/UCTO-vBjQ4ifq7NDfiacAxBg
648,https://www.udemy.com/how-to-stylize-your-photos-in-photoshop-with-color-overlays/,https://www.udemy.com/user/vladimirchopine/,Vladimir Chopine,4.4,396,"12,131",6,https://linkedin.com/https://www.linkedin.com/in/geekatplay,https://www.youtube.com/https://www.youtube.com/user/GeekatplayStudio
649,https://www.udemy.com/laravel-homestead/,https://www.udemy.com/user/edwin166/,Edwin Diaz,4.4,"131,760","872,928",46,https://linkedin.com/in/thisisedwindiaz,https://www.youtube.com/thewebsiteboyschool
650,https://www.udemy.com/play-by-ear-4-play-many-songs-by-ear-with-3-chords-sing/,https://www.udemy.com/user/rosasuen/,Rosa Suen,4.5,"1,950","33,583",108,https://linkedin.com/in/pianorosa,https://www.youtube.com/PianoWithRosa/videos
651,https://www.udemy.com/mastering-futures-options-for-beginners-your-top-10-plays/,https://www.udemy.com/user/scott-brown-2/,Scott Brown,3.9,"1,301","48,103",23,https://linkedin.com/https://pr.linkedin.com/pub/dr-scott-brown/2/4b2/327,https://www.youtube.com/https://www.youtube.com/channel/UC4DQiTUAxUvrgs1bkjCU1qA
652,https://www.udemy.com/cryptocurrency-btc-eth-investment-trading-course-2017/,https://www.udemy.com/user/a3949595-b089-477f-bfc8-2dd3fddecffe/,Andrii Pogorilyi,3.9,"1,180","25,241",5,https://linkedin.com/andrii-pogorilyi-685b724a,https://www.youtube.com/channel/UCiKqpI3OwprtXhN8wZY61uA
653,https://www.udemy.com/api-development/,https://www.udemy.com/user/mark-price-2/,Mark Wahlbeck,4.2,"49,706","307,955",15,https://linkedin.com/in/spentak,https://www.youtube.com//c/devslopes
654,https://www.udemy.com/create-quick-easy-original-illustrations-in-illustrator/,https://www.udemy.com/user/kristenpalana/,Kristen Palana,4.4,"4,043","86,477",18,https://linkedin.com/in/kpalana,https://www.youtube.com/c/kpalana
655,https://www.udemy.com/learn-options-trading-introduction-call-put-options/,https://www.udemy.com/user/hariswaminathan/,Hari Swaminathan,4.5,"19,894","122,403",31,https://linkedin.com/in/hswami/en,https://www.youtube.com/user/OptionTiger
656,https://www.udemy.com/wordpress-the-ultimate-security-guide/,https://www.udemy.com/user/khalidhamadeh/,Khalid Hamadeh,4.2,154,"7,154",6,https://linkedin.com/in/khalidhamadeh,https://www.youtube.com/channel/UCNkc-796JDk6veQ38bahMdg
657,https://www.udemy.com/futures-options/,https://www.udemy.com/user/lacory/,Dennis Chirkovsky,3.9,"1,110","32,705",2,https://linkedin.com/dennisru,https://www.youtube.com/denchir
658,https://www.udemy.com/merch-by-amazon-quick-start-t-shirt-sales-using-canva-design/,https://www.udemy.com/user/5500a69776bf4/,Nick Walsh,3.9,375,"40,904",9,https://linkedin.com/nick-walsh-a36189b8,https://www.youtube.com/channel/UCOyzM3BAt00iGDDI76_cZ1g
659,https://www.udemy.com/learn-to-draw/,https://www.udemy.com/user/cristiansaluas/,Masterpiece Art School,4.1,139,"1,464",5,https://linkedin.com/in/cristian-s-aluas-7376508,https://www.youtube.com//c/CristianSAluas
660,https://www.udemy.com/html5-essentials-for-beginners/,https://www.udemy.com/user/simonsezit/,Simon Sez IT,4.5,"125,253","745,754",238,https://linkedin.com//company/simon-sez-it,https://www.youtube.com/simonsezittraining
661,https://www.udemy.com/es6-bootcamp-next-generation-javascript/,https://www.udemy.com/user/maximilian-schwarzmuller/,Maximilian Schwarzmüller,4.6,"986,290","2,645,729",59,https://linkedin.com/in/maximilian-schwarzmueller,https://www.youtube.com/c/academind
662,https://www.udemy.com/html-css-bootstrap-build-your-first-website-today/,https://www.udemy.com/user/philipebiner2/,Phil Ebiner,4.6,"391,092","2,799,825",199,https://linkedin.com/pub/philip-ebiner/13/284/67,https://www.youtube.com/videoschoolonline
663,https://www.udemy.com/trading-stocks-successfully-01-ten-primary-reversal-patterns/,https://www.udemy.com/user/lucamoschini/,Luca Moschini,4.5,"9,960","160,096",23,https://linkedin.com/in/lucamoschini,https://www.youtube.com/c/sharpertrades
664,https://www.udemy.com/how-to-safely-copy-and-move-your-wordpress-website/,https://www.udemy.com/user/robobunnyattack/,Kathleen Farley,4.6,"2,649","19,025",9,https://linkedin.com/in/kfarley,https://www.youtube.com/robobunnyattack
665,https://www.udemy.com/html5css3/,https://www.udemy.com/user/josephparys/,Joe Parys,4.3,"72,941","932,018",88,https://linkedin.com/linkedin.com/in/joe-parys-7816799a,https://www.youtube.com/UCRukJuuBAdoHMTBIsFJAgvw
666,https://www.udemy.com/angular2/,https://www.udemy.com/user/mark-price-2/,Mark Wahlbeck,4.2,"49,706","307,955",15,https://linkedin.com/in/spentak,https://www.youtube.com//c/devslopes
667,https://www.udemy.com/learn-bootstrap-4-the-most-popular-html5-css3-js-framework/,https://www.udemy.com/user/juanpablodelatorrevaldez/,Juan Pablo De la torre Valdez,4.7,"107,236","379,822",27,https://linkedin.com/in/juanpablodelatorre,https://www.youtube.com/c/codigoconjuan
668,https://www.udemy.com/play-songs-on-the-piano-from-sheet-music/,https://www.udemy.com/user/vickywilliams/,Victoria Williams LmusTCL BA(Mus),4.7,"1,900","8,867",13,https://linkedin.com/in/mymusictheory,https://www.youtube.com/channel/UCcu0r_pC9Ouu4a9VpTLS9LQ
669,https://www.udemy.com/python-for-trading-investing/,https://www.udemy.com/user/ricardonayaarboleya/,Ricardo Naya,4.3,"5,338","45,791",14,https://linkedin.com/in/ricardonaya,https://www.youtube.com/https://www.youtube.com/c/Alfilsap
670,https://www.udemy.com/1-hour-jquery/,https://www.udemy.com/user/johnbura/,John Bura,4.3,"24,499","525,652",254,https://linkedin.com/in/johnbura,https://www.youtube.com/channel/UCuO6A4QYBLgRMKj3DfD0qpQ
671,https://www.udemy.com/the-complete-devops-engineer-course-20-java-kubernetes/,https://www.udemy.com/user/syedraza2/,Syed Raza,4.1,"22,789","425,809",81,https://linkedin.com/in/syedclaydesk,https://www.youtube.com/channel/UCqtyfC2dK5gmoQZuuIbGjgA
672,https://www.udemy.com/introducing-ionic-2/,https://www.udemy.com/user/packtpublishing/,Packt Publishing,3.9,"53,528","417,861",902,https://linkedin.com/company/packt-publishing,https://www.youtube.com/packt1000
673,https://www.udemy.com/php-send-and-receive-mobile-text-messages-sms/,https://www.udemy.com/user/edwin166/,Edwin Diaz,4.4,"131,760","872,928",46,https://linkedin.com/in/thisisedwindiaz,https://www.youtube.com/thewebsiteboyschool
674,https://www.udemy.com/expressjs/,https://www.udemy.com/user/azatmardanov/,Azat Mardan,3.7,397,"25,237",6,https://linkedin.com/in/azatm,https://www.youtube.com/channel/UCYi3LIu-4VtN856M_rOqRAw
675,https://www.udemy.com/make-patterns-in-illustrator/,https://www.udemy.com/user/helenbradley/,Helen Bradley,4.8,820,"2,962",14,https://linkedin.com/in/helenbradley,https://www.youtube.com/helenlbradley
676,https://www.udemy.com/mortgage-backed-securities/,https://www.udemy.com/user/paulsiegel2/,Starweaver Instructor Team,4.5,"23,023","213,919",22,https://linkedin.com/company/starweaver,https://www.youtube.com/c/starweavergroup
677,https://www.udemy.com/stock-investing/,https://www.udemy.com/user/tudorcoachinggroup/,Margin of Safety Investing,4.5,662,"5,482",2,https://linkedin.com/company/3707654?trk=ppro_cprof,https://www.youtube.com/c/Tudorcoachingonline
678,https://www.udemy.com/forex-vps/,https://www.udemy.com/user/kirilleremenko/,Kirill Eremenko,4.5,"656,707","2,496,295",59,https://linkedin.com/in/keremenko,https://www.youtube.com/@supermachinelearning
679,https://www.udemy.com/swing-acoustic-blues-guitar-lessons/,https://www.udemy.com/user/jimbruce3/,Jim Bruce,4.4,504,"24,645",12,https://linkedin.com/https://www.linkedin.com/in/jim-bruce-guitar,https://www.youtube.com/watch?v=_npavuc98fs
680,https://www.udemy.com/jquery-ajax/,https://www.udemy.com/user/ianschoonover/,Ian Schoonover,4.2,"3,148","116,571",2,https://linkedin.com/in/iantskon,https://www.youtube.com/channel/UCqo2YWBtmFSWhuUk4WEyfGg
681,https://www.udemy.com/how-to-design-ios-app-icons/,https://www.udemy.com/user/muhammadahsanpervaiz/,Muhammad Ahsan Pervaiz,4.3,"7,226","83,681",18,https://linkedin.com/in/muhammad-ahsan-idrisi/,https://www.youtube.com/@learnuxid
682,https://www.udemy.com/12-hand-coordination-let-your-hands-dance-with-ballad-9/,https://www.udemy.com/user/rosasuen/,Rosa Suen,4.5,"1,950","33,583",108,https://linkedin.com/in/pianorosa,https://www.youtube.com/PianoWithRosa/videos
683,https://www.udemy.com/compose-and-improvise-through-puccini/,https://www.udemy.com/user/peterjanzen/,Peter Janzen,4.4,140,"2,109",3,https://linkedin.com/profile/view?id=102130902,https://www.youtube.com/channel/UCipi5uagrCXiyq3kJD2OYAQ?
684,https://www.udemy.com/1-hour-css/,https://www.udemy.com/user/johnbura/,John Bura,4.3,"24,499","525,652",254,https://linkedin.com/in/johnbura,https://www.youtube.com/channel/UCuO6A4QYBLgRMKj3DfD0qpQ
685,https://www.udemy.com/worldclass-graphic-design/,https://www.udemy.com/user/shouvikraychowdhury/,Shouvik Raychowdhury,4.1,161,"2,368",2,https://linkedin.com/in/shouvikrc,https://www.youtube.com/PixelOriginal
686,https://www.udemy.com/wordpress-theme-and-plugin-development-course/,https://www.udemy.com/user/zacgordon/,Zac Gordon,4.2,"4,386","22,565",4,https://linkedin.com/zacgordon,https://www.youtube.com/channel/UC07WzVtVDVksJR30sU7-EWg
687,https://www.udemy.com/how-to-create-a-website-html-css-bootstrap/,https://www.udemy.com/user/lars51/,Laurence Svekis,4.3,"61,336","960,625",326,https://linkedin.com/in/svekis,https://www.youtube.com/channel/UCgsZ8_79Eclct_VDoql_Dwg
688,https://www.udemy.com/learn-complete-wordpress-for-building-a-professional-sites/,https://www.udemy.com/user/nader-hantash/,Nader Hantash,3.8,"5,322","209,313",31,https://linkedin.com/in/naderhantash,https://www.youtube.com/arabicentrepreneurs
689,https://www.udemy.com/fundraising-success-the-art-science-of-major-gifts/,https://www.udemy.com/user/louanne-walters/,"Louanne Saraga Walters, MS HNFM",4.3,701,"3,547",8,https://linkedin.com/LouanneSaragaWalters,https://www.youtube.com/WatchMVVPTV
690,https://www.udemy.com/master-class-piano-techniques-tips-to-ez-coordinate-2-hands/,https://www.udemy.com/user/rosasuen/,Rosa Suen,4.5,"1,950","33,583",108,https://linkedin.com/in/pianorosa,https://www.youtube.com/PianoWithRosa/videos
691,https://www.udemy.com/xml-xslt-crash-course-for-beginners/,https://www.udemy.com/user/toshendrasharma2/,Toshendra Sharma,3.8,"3,798","40,619",42,https://linkedin.com/in/toshendra,https://www.youtube.com/channel/UC5dJ-cZMaUVJbQSNlmjibmw
692,https://www.udemy.com/seeking-alpha-how-to-write-about-stocks-online/,https://www.udemy.com/user/gregvanderford/,Greg Vanderford,4.2,"4,117","36,411",53,https://linkedin.com/www.linkedin.com/in/gregvanderford,https://www.youtube.com/user/vand5111/videos?shelf_id=0&view=0&sort=dd
693,https://www.udemy.com/save-on-your-taxes/,https://www.udemy.com/user/scottpaton/,Scott Paton,4.2,"14,882","650,187",151,https://linkedin.com/in/scottpaton,https://www.youtube.com/c/Podcasting-Unleashed
694,https://www.udemy.com/financial-management-a-complete-study/,https://www.udemy.com/user/caraja/,"Raja Natarajan, B.Com., PGDBA, FCA",4.3,"14,383","221,295",108,https://linkedin.com/in/carajaclasses/,https://www.youtube.com/user/poojaraj2009
695,https://www.udemy.com/django-tutorial-amazon-web-services/,https://www.udemy.com/user/jacobneal2/,BlueApple Courses,4.5,474,"8,341",2,https://linkedin.com/pub/jacob-neal/17/6ba/151,https://www.youtube.com/channel/UCuo9Je4ay56Nge0UJGZ84tg
696,https://www.udemy.com/sell-courses-on-your-own-website-no-coding-required/,https://www.udemy.com/user/cameronwills/,Cameron Wills,4,630,"21,299",4,https://linkedin.com/in/willscameron/,https://www.youtube.com/channel/UC_mawnUI6UilZ3vxv-P-rmg
697,https://www.udemy.com/angular-2-tutorial-for-beginners/,https://www.udemy.com/user/moshfeghhamedani/,Mosh Hamedani,4.5,"301,246","749,851",20,https://linkedin.com/in/mosh-hamedani/,https://www.youtube.com/user/programmingwithmosh
698,https://www.udemy.com/typographie-schriftarten/,https://www.udemy.com/user/alexandrakrieger/,Alexandra Krieger,4.4,"3,994","11,830",3,https://linkedin.com/in/alexandrakrieger,https://www.youtube.com/MakbizVentures
699,https://www.udemy.com/guitar-lessons-ragtime-blues-blind-blake/,https://www.udemy.com/user/jimbruce3/,Jim Bruce,4.4,504,"24,645",12,https://linkedin.com/https://www.linkedin.com/in/jim-bruce-guitar,https://www.youtube.com/watch?v=_npavuc98fs
700,https://www.udemy.com/arabic-forex-education-by-pforex/,https://www.udemy.com/user/pforex/,PFOREX COM,3.7,"1,051","38,295",3,https://linkedin.com/in/pforex,https://www.youtube.com/user/pforexcom
701,https://www.udemy.com/branch-accounts-a-complete-analysis/,https://www.udemy.com/user/caraja/,"Raja Natarajan, B.Com., PGDBA, FCA",4.3,"14,383","221,295",108,https://linkedin.com/in/carajaclasses/,https://www.youtube.com/user/poojaraj2009
702,https://www.udemy.com/javascriptfundamentals/,https://www.udemy.com/user/bharaththippireddy/,Bharath Thippireddy,4.5,"124,359","689,012",37,https://linkedin.com/profile/view?id=AAIAAAhcC4cBI2_8Orh7x0Oq0RylfrvtlEeT9FM,https://www.youtube.com/thippireddybharath
703,https://www.udemy.com/mastering-modern-web-development-using-react/,https://www.udemy.com/user/mohammad-azam-2/,Mohammad Azam,4.6,"15,421","80,749",48,https://linkedin.com/in/mohammad-azam-5537993/,https://www.youtube.com/azamsharp
704,https://www.udemy.com/photo-manipulation-master-photo-editing/,https://www.udemy.com/user/youssefzidan/,Youssef Zidan,4.4,683,"29,485",5,https://linkedin.com/in/youssefzidan/,https://www.youtube.com/channel/UCNrxCp2hVfUOO2ltVxyXglQ
705,https://www.udemy.com/become-a-professional-logo-designer-w/,https://www.udemy.com/user/marktrego/,Stone River eLearning,4.3,"92,961","982,734",495,https://linkedin.com/company/stone-river-elearning,https://www.youtube.com/stoneriverelearning
706,https://www.udemy.com/react-js/,https://www.udemy.com/user/azatmardanov/,Azat Mardan,3.7,397,"25,237",6,https://linkedin.com/in/azatm,https://www.youtube.com/channel/UCYi3LIu-4VtN856M_rOqRAw
707,https://www.udemy.com/trading-news/,https://www.udemy.com/user/viktor-neustroev/,Viktor Neustroev,4.1,721,"15,099",25,https://linkedin.com/comm/in/viktor-neustroev-04823965,https://www.youtube.com/channel/UC8190hmfe7PM4wA4mxm-42Q
708,https://www.udemy.com/violin-for-beginners/,https://www.udemy.com/user/henriette-de-vrijer/,Henriette de Vrijer,4.5,15,165,,https://linkedin.com//in/henriette-de-vrijer-10bab236?trk=hp-identity-name,https://www.youtube.com//channel/UCBKrdpkA_Jo9gXe2XmqHhFA
709,https://www.udemy.com/accounting-the-6-most-important-rules-you-must-learn/,https://www.udemy.com/user/anthony-ford-3/,Anthony Ford,4.4,135,"2,671",8,https://linkedin.com/in/anthony-ford-76055150/,https://www.youtube.com/channel/UCn7Hd05WwOAbL-jhuq0O5PQ
710,https://www.udemy.com/how-to-create-flat-design-interface-icons-in-illustrator/,https://www.udemy.com/user/dawidtuminski/,Dawid Tuminski,4.5,"3,655","56,637",29,https://linkedin.com/pub/david-tuminski/a9/6b8/661,https://www.youtube.com/channel/UCcgTgP9JBFJohqDupXy24hw
711,https://www.udemy.com/option-trading-how-to-earn/,https://www.udemy.com/user/viktor-neustroev/,Viktor Neustroev,4.1,721,"15,099",25,https://linkedin.com/comm/in/viktor-neustroev-04823965,https://www.youtube.com/channel/UC8190hmfe7PM4wA4mxm-42Q
712,https://www.udemy.com/how-to-create-amazing-cinemagraphs-with-microsoft-powerpoint/,https://www.udemy.com/user/sorinconstantin2/,Sorin Constantin,4,"2,308","207,994",38,https://linkedin.com/in/sorin89constantin/,https://www.youtube.com/user/sorin89constantin/
713,https://www.udemy.com/ultimate-web-developer-course-build-10-websites-from-scratch/,https://www.udemy.com/user/lars51/,Laurence Svekis,4.3,"61,336","960,625",326,https://linkedin.com/in/svekis,https://www.youtube.com/channel/UCgsZ8_79Eclct_VDoql_Dwg
714,https://www.udemy.com/reactjs-building-production-ready-apps-start-to-finish/,https://www.udemy.com/user/nelsonlaquet2/,3D BUZZ Programming and Digital Art training,4.2,"5,481","131,796",17,https://linkedin.com/company/3d-buzz-inc?trk=biz-companies-cym,https://www.youtube.com/user/3DBuzz/playlists?view_as=public
715,https://www.udemy.com/reactive-js-getting-ready-for-the-next-big-paradigm-shift/,https://www.udemy.com/user/nelsonlaquet2/,3D BUZZ Programming and Digital Art training,4.2,"5,481","131,796",17,https://linkedin.com/company/3d-buzz-inc?trk=biz-companies-cym,https://www.youtube.com/user/3DBuzz/playlists?view_as=public
716,https://www.udemy.com/spring-boot-tutorial-for-beginners/,https://www.udemy.com/user/in28minutes/,in28Minutes Official,4.6,"351,212","1,409,921",52,https://linkedin.com/in/rangakaranam,https://www.youtube.com/user/rithustutorials
717,https://www.udemy.com/advance-unix-commands/,https://www.udemy.com/user/testing-world-2/,Testing World,4.1,"11,184","90,740",44,https://linkedin.com/in/testing-world-0769a04b/,https://www.youtube.com/channel/UCsdoSHH5bucBf_wwtvWJfnQ
718,https://www.udemy.com/benhewlettharmonicatuition60sonnyterryriffslevel1/,https://www.udemy.com/user/benhewlett/,Ben Hewlett,4.6,"9,242","55,605",65,https://linkedin.com/in/benhewlett,https://www.youtube.com/benhewlett
719,https://www.udemy.com/curso-de-chapa-metalica-solidworks-2016/,https://www.udemy.com/user/rodolfo-torres/,Rodolfo Torres,4,134,475,,https://linkedin.com/in/rodolfo-torres-5406b6a0?trk=nav_responsive_tab_profile,https://www.youtube.com/channel/UC4a3m_OIQIpMu3BSR2YWQig
720,https://www.udemy.com/angularjs-masterclass/,https://www.udemy.com/user/sandipgautam/,Sandip Gautam,3.9,"8,760","140,987",2,https://linkedin.com/in/gaumsy,https://www.youtube.com/channel/UCbo_uFd0U2E3kf5GJ9vstNA
721,https://www.udemy.com/how-to-build-your-million-dollar-stock-portfolio-from-zero/,https://www.udemy.com/user/scott-brown-2/,Scott Brown,3.9,"1,301","48,103",23,https://linkedin.com/https://pr.linkedin.com/pub/dr-scott-brown/2/4b2/327,https://www.youtube.com/https://www.youtube.com/channel/UC4DQiTUAxUvrgs1bkjCU1qA
722,https://www.udemy.com/graphic-design-for-beginners/,https://www.udemy.com/user/derrickmitchell3/,Derrick Mitchell,4.4,"19,032","157,958",11,https://linkedin.com/in/thederrickmitchell,https://www.youtube.com/c/derrickmitchell
723,https://www.udemy.com/best-laravel/,https://www.udemy.com/user/kati-frantz/,Kati Frantz-Vallie Mbiyekeh,4.4,"5,989","76,473",7,https://linkedin.com/in/bahdcoder,https://www.youtube.com/channel/UCn64606mPe0azbemulFn42w
724,https://www.udemy.com/javascript-for-absolute-beginners/,https://www.udemy.com/user/marktrego/,Stone River eLearning,4.3,"92,961","982,734",495,https://linkedin.com/company/stone-river-elearning,https://www.youtube.com/stoneriverelearning
725,https://www.udemy.com/illustrator-cc-masterclass/,https://www.udemy.com/user/martinperhiniak/,Martin Perhiniak,4.6,"52,608","215,152",26,https://linkedin.com/company/yesimadesigner/,https://www.youtube.com/yesimadesigner
726,https://www.udemy.com/the-music-coach-online-bass-guitar-lesson-program/,https://www.udemy.com/user/todd-porter-2/,Todd Porter,4.3,"1,135","5,625",11,https://linkedin.com/https://www.linkedin.com/company/music-coach?trk=nav_account_sub_nav_company_admin,https://www.youtube.com/https://www.youtube.com/channel/UCWz-ZOL2t8S2vfUYo1kPeOQ
727,https://www.udemy.com/oop-php-object-oriented-programing-with-project-1-course/,https://www.udemy.com/user/edwin166/,Edwin Diaz,4.4,"131,760","872,928",46,https://linkedin.com/in/thisisedwindiaz,https://www.youtube.com/thewebsiteboyschool
728,https://www.udemy.com/learn-piano-scales-1-whole-tone-scales-whole-tone-runs/,https://www.udemy.com/user/rosasuen/,Rosa Suen,4.5,"1,950","33,583",108,https://linkedin.com/in/pianorosa,https://www.youtube.com/PianoWithRosa/videos
729,https://www.udemy.com/stock-market-tips-how-to-successfully-trade-options/,https://www.udemy.com/user/eric-blair-2/,Eric Blair,3.9,"1,346","37,280",6,https://linkedin.com/https://www.linkedin.com/in/onix-fox-831069115?,https://www.youtube.com/https://www.youtube.com/channel/UCE57RvqvEYl4sELkXnz4hfg
730,https://www.udemy.com/typography-from-a-to-z/,https://www.udemy.com/user/marktrego/,Stone River eLearning,4.3,"92,961","982,734",495,https://linkedin.com/company/stone-river-elearning,https://www.youtube.com/stoneriverelearning
731,https://www.udemy.com/bootstrapcourse/,https://www.udemy.com/user/josephparys/,Joe Parys,4.3,"72,941","932,018",88,https://linkedin.com/linkedin.com/in/joe-parys-7816799a,https://www.youtube.com/UCRukJuuBAdoHMTBIsFJAgvw
732,https://www.udemy.com/bookkeeping-made-simple/,https://www.udemy.com/user/lisanewton3/,Lisa Newton,4,"4,058","21,582",110,https://linkedin.com/in/boogles/,https://www.youtube.com/mslisanewton
733,https://www.udemy.com/opencv-computer-vision-application-programming/,https://www.udemy.com/user/packtpublishing/,Packt Publishing,3.9,"53,528","417,861",902,https://linkedin.com/company/packt-publishing,https://www.youtube.com/packt1000
734,https://www.udemy.com/trading-for-a-living-full-time-trader/,https://www.udemy.com/user/troytaylor3/,Triumph At Trading,3.4,227,"3,913",6,https://linkedin.com//company/triumph-at-trading,https://www.youtube.com/TriumphAtTrading
735,https://www.udemy.com/como-produzir-ebook-e-livros-com-adobe-indesign-cc/,https://www.udemy.com/user/vdeoaula/,André Rossiter,4.3,"7,166","42,797",37,https://linkedin.com//in/andrerossiter,https://www.youtube.com/channel/UCKbkpOb11Our8XHHDGHfGDg
736,https://www.udemy.com/adobe-illustrator-cc-2017/,https://www.udemy.com/user/jamshaid-raza/,Jamshaid Raza,3.8,457,"19,696",8,https://linkedin.com/in/jamshaidraza,https://www.youtube.com/c/professionaltutorial
737,https://www.udemy.com/professional-bookkeeping-accounting-4trial-balance-more/,https://www.udemy.com/user/paulaguilfoyle/,Paula Guilfoyle CPA,4.2,"11,748","144,869",27,https://linkedin.com/in/paulaguilfoyle/,https://www.youtube.com/channel/UCQEO63TKG1moSUxAu07cP-A
738,https://www.udemy.com/photoshop-cc-fundamentos/,https://www.udemy.com/user/marlonceballos/,Marlon Ceballos,4.5,"7,685","60,023",24,https://linkedin.com/in/marlonceballos,https://www.youtube.com/@xpertco
739,https://www.udemy.com/learn-html5/,https://www.udemy.com/user/marklassoff/,Framework Tech,4.4,"15,510","334,163",38,https://linkedin.com/in/marklassoff,https://www.youtube.com/@FrameworkTV
740,https://www.udemy.com/learn-oud/,https://www.udemy.com/user/playformusic/,#NAME?,4.6,482,"2,011",2,https://linkedin.com/https://www.linkedin.com/company/i3zif-com,https://www.youtube.com/https://www.youtube.com/user/i3zif
741,https://www.udemy.com/drumlessons/,https://www.udemy.com/user/michael-gambone/,Michael Gambone,4.6,94,"1,291",2,https://linkedin.com/pub/mike-gambone/35/636/213,https://www.youtube.com/user/mjgambone/videos?view_as=public
